3.115703249590788e-02,-1.448765159383055e-02,-1.762626896944273e-02,-1.708886894507605e-02,-2.572304810871233e-02,-1.334516732328734e-02,3.776665989319448e-02,-2.794579046140504e-02,-2.232663686818866e-02,2.383766631536488e-02,2.613007531371679e-02,-5.077433075785401e-02,-3.767280819473136e-02,7.551640359153333e-02,-1.419952720923573e-02,2.164700790119804e-02,-1.146408522096144e-02,4.628185060879095e-02,-4.398941421207402e-03,-1.717359496472259e-02
3.057237096634069e-02,1.202793671374774e-02,2.175848012428665e-02,-4.715499876857211e-02,7.028445102024748e-02,2.216580110895904e-02,4.683816333135695e-02,1.070724796798933e-02,2.175610673039011e-02,-2.128987792211522e-02,8.920655909665124e-03,6.631628013308689e-02,2.496791670890395e-02,-3.086169829753401e-02,9.581997588481947e-03,6.471746711804677e-02,-3.918772085734407e-03,-2.029017787384249e-02,1.699972871158257e-02,-6.332999557104972e-02
3.437126015622604e-02,-4.411498211252918e-02,-4.264116597166732e-02,-6.230880392889497e-02,9.779347914762556e-03,1.015986117328590e-02,-7.513652120939685e-03,1.095028325786681e-02,3.169699031600651e-02,-2.018604408699928e-02,-5.978820240975753e-03,4.313968077659771e-02,6.631454945715935e-02,8.204780296969905e-03,-4.702524357531567e-02,-2.600956006854491e-02,6.301990011581561e-03,5.691889688051671e-03,-1.557712683079601e-02,-1.109506246464399e-02
2.757660844128809e-02,-1.815632187040138e-02,4.695381438143522e-02,-7.290262684468225e-02,-4.384947396037173e-02,-2.122001467912573e-02,-2.962542498550106e-02,-1.102045323955024e-02,1.944472511646569e-02,-7.268571248426164e-03,-6.432595946175997e-03,-7.872309921112932e-03,5.841257021658856e-02,-7.837518853782241e-03,-3.212591147978769e-02,-6.915971497476631e-02,2.095234114528122e-02,-6.497136646486038e-02,-4.143873475949086e-02,2.057097294328692e-02
3.078848485319165e-02,-1.633831087754065e-02,3.599689439564320e-02,3.962226714343952e-02,1.257012327078849e-02,4.433097451493762e-03,-9.670734282456742e-03,-4.172256056428771e-02,3.960073882249739e-02,3.971502357823815e-02,-5.469973277746203e-03,2.139142216976184e-02,-5.653866904003822e-03,1.466389529792748e-02,-2.477028093120956e-02,-1.172420257975658e-02,-6.128052428892878e-03,-1.442500885023613e-02,1.141142148292239e-02,1.495693474084128e-02
3.195075839296529e-02,1.172806326996090e-02,-5.972780187507293e-02,1.851285823077179e-02,-1.620092951734291e-02,5.356054044319048e-02,3.496990341823297e-02,-2.939421991494059e-04,9.417359392318171e-03,-1.103635214850886e-02,-1.041814879272711e-02,4.927608749153704e-02,1.702972674639973e-02,-4.382293417938400e-03,1.511722969326645e-03,-9.681747200669789e-03,4.483930099143579e-02,-5.540049476294304e-03,-7.134366431100594e-03,-2.393996801164028e-02
3.274912398894291e-02,-2.102311629024782e-02,-7.126703800120752e-02,-2.980220851218430e-02,4.902291625703953e-02,4.788036093039102e-02,-2.160352150330870e-02,-3.340155322970995e-03,-9.594029332378349e-03,2.642856862396840e-02,2.474035767727643e-02,3.214455634502715e-02,-3.982758658603044e-02,1.143434465444111e-03,1.357892635580668e-02,-4.668480179309418e-02,2.115212908253977e-02,-4.897587245912637e-02,1.126086554611928e-02,1.840752056283732e-03
2.966666862902922e-02,2.272842682656849e-02,2.436055289788277e-02,-3.414697316514197e-02,-7.423347647386901e-03,-3.367272826456423e-02,-2.588166495049551e-02,6.006745581033630e-02,4.337890696176446e-02,-2.697130779920446e-02,-1.115921233482263e-02,1.375807735905319e-02,-3.492701647489052e-02,-5.415581475229884e-02,6.505072350327085e-03,8.961798511048572e-03,-1.136257717765585e-02,-6.710738851417406e-03,-3.221243533302910e-02,-6.063935187354422e-02
2.980753231879631e-02,1.746611741230348e-03,3.696617723801678e-02,7.405248857948521e-04,2.755522772580644e-02,-4.114596007411470e-02,4.737876009931535e-02,2.148972674160169e-02,2.386817865516795e-02,3.405313737727541e-02,-1.903619970484113e-02,-5.967083061840098e-02,-6.436300982241442e-03,1.228306331776287e-02,-2.319512740597308e-02,-6.284276586049072e-02,-2.672266110769834e-03,-4.793461265638650e-02,3.187798175777502e-02,4.745453231041459e-03
3.066862307562084e-02,-6.482345798394978e-03,4.122787901868701e-02,-2.629094419275030e-03,-6.757762577641825e-03,3.629442408431946e-02,1.162764113406677e-02,1.377927363089313e-02,-1.059069643621263e-02,6.482429344387156e-03,3.798085207770105e-02,1.522767555304532e-02,-2.285583066035621e-02,2.397140633325606e-02,3.307764784112930e-02,-3.939948013312738e-02,-7.357554476563288e-02,6.486700636167464e-02,-1.808527943420967e-02,5.400272425526929e-03
